user_id,reviewer_name,age,lifestyle,location_id,location_name,area,amenity_type,visit_time,dwell_time_mins,rating,sentiment,review_text
4,Meera Iyer,52,Spiritual,LOC_011,Coimbatore Public Library,Town Hall,library,7:30 AM,87,3.0,mixed,Nice atmosphere for reading. Staff can be slow during busy hours. But it's hard to complain when the overall environment is this calm.
4,Meera Iyer,52,Spiritual,LOC_049,Kovai Pazhamudir Nilayam Mess,Singanallur,street_food,6:00 AM,17,3.0,mixed,"Tastes fantastic but portion sizes are inconsistent. Sometimes generous, sometimes not. The chai, however, is consistently excellent."
4,Meera Iyer,52,Spiritual,LOC_046,Cowork Station Saravanampatti,Saravanampatti,coworking_space,7:00 AM,340,3.5,mixed,Good space with decent facilities. Internet can be hit or miss but the community vibe and clean environment more than compensate.
4,Meera Iyer,52,Spiritual,LOC_006,Kovai Kondattam Park,Vadavalli,park,7:00 AM,108,5.0,positive,Lovely park with a lake view. The kids' area is fun and the benches are clean. Morning yoga sessions here feel absolutely refreshing.
4,Meera Iyer,52,Spiritual,LOC_012,Isha Yoga Center,Velliangiri,yoga_center,7:30 AM,72,5.0,positive,"Best yoga center in the city by far. The ambience, the instructors, the discipline — everything is world-class. My flexibility has improved dramatically."
4,Meera Iyer,52,Spiritual,LOC_005,PSG Tech Campus,Peelamedu,college,8:00 AM,331,3.0,mixed,"Mixed experience — great teachers, average administration. The campus itself is well-maintained though."
4,Meera Iyer,52,Spiritual,LOC_039,ChettiNadu Mess Saibaba Colony,Saibaba Colony,street_food,6:00 AM,12,2.5,negative,Got a mild stomach upset after eating here. The hygiene standards in the kitchen area were questionable. Not risking it again.
4,Meera Iyer,52,Spiritual,LOC_016,Ukkadam Street Stalls,Ukkadam,street_food,6:00 AM,13,2.5,negative,Got a mild stomach upset after eating here. The hygiene standards in the kitchen area were questionable. Not risking it again.
4,Meera Iyer,52,Spiritual,LOC_026,Prozone Mall,Avinashi Road,mall,7:00 AM,160,3.5,mixed,The food court is great but the rest of the mall feels a bit tired. Some stores could use a refresh. Still a reliable hangout spot though.
4,Meera Iyer,52,Spiritual,LOC_008,Gold's Gym Saravanampatti,Saravanampatti,gym,6:00 AM,102,4.0,positive,Great gym for serious fitness folks. Enough space even during peak hours. The shower rooms are clean which is a bonus.
4,Meera Iyer,52,Spiritual,LOC_037,Aishwarya Cinema,Gandhipuram,cinema,7:00 AM,87,1.0,negative,AC was not working properly during the afternoon show. Sweating through the entire movie is not the experience I paid ₹350 for.
4,Meera Iyer,52,Spiritual,LOC_003,Marudhamalai Temple,Marudhamalai,temple,7:00 AM,44,5.0,positive,One of the oldest temples in the region. The energy here is calming. Came here during a stressful week and left feeling at peace.
4,Meera Iyer,52,Spiritual,LOC_041,Anna University Coimbatore,Jothipuram,college,6:00 AM,384,3.0,mixed,"Mixed experience — great teachers, average administration. The campus itself is well-maintained though."
4,Meera Iyer,52,Spiritual,LOC_014,The Brew Room,Race Course,pub_bar,6:00 AM,50,1.5,negative,Outrageously overpriced drinks with no quality to match. The beer was warm and the cocktail tasted like straight juice. Not coming back.
5,Karthik Rajan,30,Foodie,LOC_050,Heritage Public Library,Ramnagar,library,7:00 PM,75,2.0,negative,Very poorly maintained. Some shelves had mold damage and the AC was broken during my visit. Not a pleasant environment for study.
5,Karthik Rajan,30,Foodie,LOC_036,Fitness One RS Puram,RS Puram,gym,6:00 PM,67,2.0,negative,Extremely overcrowded in the evenings. Half the equipment is always in use or broken. The management refuses to invest in additional machines.
5,Karthik Rajan,30,Foodie,LOC_027,Kovaipudur Retreat Spa,Kovaipudur,spa,7:00 PM,81,2.5,negative,Facilities are not maintained. The steam room was broken and the towels were not fresh. Expected much better for the price I paid.
5,Karthik Rajan,30,Foodie,LOC_040,Palghat Café,Ganapathy,cafe,7:00 PM,104,5.0,positive,"Perfect little spot for a working session. The playlist was chill, and the avocado toast hit different. Minimal crowd on weekdays — a blessing."
5,Karthik Rajan,30,Foodie,LOC_010,Big Cinemas Brookefields,Velandipalayam,cinema,5:30 PM,149,3.0,mixed,Movie experience was solid. Concession prices are robbery but the screen quality made the overall outing worthwhile. A mixed bag.
5,Karthik Rajan,30,Foodie,LOC_016,Ukkadam Street Stalls,Ukkadam,street_food,7:00 PM,30,5.0,positive,Best kothu parotta I've had in years! The masala is perfectly spiced and the portions are generous. The owner is a gem.
5,Karthik Rajan,30,Foodie,LOC_011,Coimbatore Public Library,Town Hall,library,7:00 PM,54,1.0,negative,Very poorly maintained. Some shelves had mold damage and the AC was broken during my visit. Not a pleasant environment for study.
5,Karthik Rajan,30,Foodie,LOC_012,Isha Yoga Center,Velliangiri,yoga_center,8:00 PM,58,3.5,mixed,The morning sessions are wonderful. Evening batches feel rushed though. The instructor quality also varies between sessions — a little inconsistent.
5,Karthik Rajan,30,Foodie,LOC_048,The Bier Library,Avinashi Road,pub_bar,8:00 PM,104,3.5,mixed,Fun place for a Friday night but not for a casual Tuesday. Weekday vibe is dead. Weekends are alive but also overcrowded. Timing matters.
5,Karthik Rajan,30,Foodie,LOC_002,Brookefields Mall,Velandipalayam,mall,6:00 PM,38,2.5,negative,Way too crowded and poorly ventilated near the food court. The kids' play area was not maintained. Staff were unhelpful when I asked for directions.
5,Karthik Rajan,30,Foodie,LOC_043,Tech Mahindra Campus,Harlur,it_park,7:00 PM,463,3.0,mixed,"Good working environment overall. A few loose ends like the cafeteria queues during lunch, but nothing that ruins the day completely."
5,Karthik Rajan,30,Foodie,LOC_022,Hotel Annamalai,Gandhipuram,restaurant,7:00 PM,105,5.0,positive,Excellent South Indian thali for lunch. Very reasonable price and the quality is consistent every single visit. Staff are warm and welcoming.
5,Karthik Rajan,30,Foodie,LOC_042,KG Hospital Ayurveda Spa,Saibaba Colony,spa,7:00 PM,126,4.0,positive,"One of the best spa experiences I've had outside of a 5-star hotel. Very clean, aromatic ambience, and truly skilled therapists."
5,Karthik Rajan,30,Foodie,LOC_045,Sri Ayyappa Temple Ganapathy,Ganapathy,temple,8:00 PM,21,2.5,negative,The prasad distribution is chaotic and the donation counters feel more like a business than a sacred space. Lost its original simplicity.
5,Karthik Rajan,30,Foodie,LOC_018,Perur Pateeswarar Temple,Perur,temple,7:00 PM,19,2.5,negative,The prasad distribution is chaotic and the donation counters feel more like a business than a sacred space. Lost its original simplicity.
5,Karthik Rajan,30,Foodie,LOC_044,Kumaraguru IT Hub,Chinnavedampatti,it_park,7:00 PM,451,3.0,mixed,"Good working environment overall. A few loose ends like the cafeteria queues during lunch, but nothing that ruins the day completely."
5,Karthik Rajan,30,Foodie,LOC_007,Annapoorna Restaurant,RS Puram,restaurant,7:00 PM,107,5.0,positive,The ambience is elegant without being pretentious. The seafood was fresh and beautifully presented. Easily the best dining experience I've had in Coimbatore.
5,Karthik Rajan,30,Foodie,LOC_025,Saibaba Colony Snack Corner,Saibaba Colony,street_food,8:00 PM,29,5.0,positive,Best kothu parotta I've had in years! The masala is perfectly spiced and the portions are generous. The owner is a gem.
5,Karthik Rajan,30,Foodie,LOC_003,Marudhamalai Temple,Marudhamalai,temple,5:30 PM,22,3.0,mixed,"Spiritually fulfilling but the management of crowds needs improvement. If you go on a weekday, the experience is completely different — and much better."
5,Karthik Rajan,30,Foodie,LOC_028,The Third Wave Coffee,Saravanampatti,cafe,7:00 PM,75,5.0,positive,"Cozy, warm interiors. The filter coffee is authentic and the wifi actually works, which is rare. Highly recommend for solo evenings."
6,Priya Nair,33,Professional,LOC_049,Kovai Pazhamudir Nilayam Mess,Singanallur,street_food,9:00 AM,14,1.5,negative,Waited 20 minutes for a simple dosa. The stall was understaffed and the food was cold when it arrived. Very average for the reputation it carries.
6,Priya Nair,33,Professional,LOC_016,Ukkadam Street Stalls,Ukkadam,street_food,3:00 PM,22,2.5,negative,Got a mild stomach upset after eating here. The hygiene standards in the kitchen area were questionable. Not risking it again.
6,Priya Nair,33,Professional,LOC_044,Kumaraguru IT Hub,Chinnavedampatti,it_park,5:00 PM,565,5.0,positive,Love the green spaces within the campus. The open seating areas are perfect for quick sync-ups between teams.
6,Priya Nair,33,Professional,LOC_020,CIT Campus,Sarkar Samakulam,college,3:00 PM,346,3.0,mixed,Good academic base with some departments excelling more than others. Worth it if you're in the right branch.
6,Priya Nair,33,Professional,LOC_015,Naturals Spa Coimbatore,Peelamedu,spa,5:00 PM,76,2.5,negative,"The aromatherapy oils they used caused a mild skin reaction. When I reported it, the staff were more concerned about liability than my comfort."
6,Priya Nair,33,Professional,LOC_013,WeWork Coimbatore,Avinashi Road,coworking_space,5:00 PM,326,4.5,positive,Perfect for remote workers. The coffee here is on the house and the community events are actually worth attending. Met some great freelancers here.
6,Priya Nair,33,Professional,LOC_010,Big Cinemas Brookefields,Velandipalayam,cinema,5:00 PM,185,4.0,positive,Loved the recliner seats! The screen is massive and the popcorn was fresh. Definitely the best place in the city to catch a blockbuster.
6,Priya Nair,33,Professional,LOC_002,Brookefields Mall,Velandipalayam,mall,3:00 PM,142,3.5,mixed,The food court is great but the rest of the mall feels a bit tired. Some stores could use a refresh. Still a reliable hangout spot though.
6,Priya Nair,33,Professional,LOC_003,Marudhamalai Temple,Marudhamalai,temple,5:00 PM,24,3.0,mixed,"Peaceful in the early morning, chaotic by mid-morning. Go before 7 AM for the authentic experience. The festival days are overwhelming."
6,Priya Nair,33,Professional,LOC_050,Heritage Public Library,Ramnagar,library,9:00 AM,95,3.0,mixed,Nice atmosphere for reading. Staff can be slow during busy hours. But it's hard to complain when the overall environment is this calm.
6,Priya Nair,33,Professional,LOC_031,Amirtha Library Peelamedu,Peelamedu,library,12:00 PM,65,2.5,negative,Very poorly maintained. Some shelves had mold damage and the AC was broken during my visit. Not a pleasant environment for study.
6,Priya Nair,33,Professional,LOC_005,PSG Tech Campus,Peelamedu,college,10:30 AM,379,3.0,mixed,Good academic base with some departments excelling more than others. Worth it if you're in the right branch.
6,Priya Nair,33,Professional,LOC_030,Siruvani Park Trail,Siruvani,park,9:00 AM,56,2.5,negative,The benches are broken and the paths are poorly lit after 7 PM. Feels unsafe to walk alone. Maintenance is clearly not a priority.
6,Priya Nair,33,Professional,LOC_027,Kovaipudur Retreat Spa,Kovaipudur,spa,3:00 PM,74,2.5,negative,Facilities are not maintained. The steam room was broken and the towels were not fresh. Expected much better for the price I paid.
6,Priya Nair,33,Professional,LOC_045,Sri Ayyappa Temple Ganapathy,Ganapathy,temple,5:00 PM,21,3.0,mixed,"Peaceful in the early morning, chaotic by mid-morning. Go before 7 AM for the authentic experience. The festival days are overwhelming."
6,Priya Nair,33,Professional,LOC_025,Saibaba Colony Snack Corner,Saibaba Colony,street_food,3:00 PM,19,2.5,negative,Waited 20 minutes for a simple dosa. The stall was understaffed and the food was cold when it arrived. Very average for the reputation it carries.
7,Vikram Subramanian,25,Fitness,LOC_001,TIDEL Park Coimbatore,Vilankurichi,it_park,6:00 AM,663,4.0,positive,"Clean, well-maintained campus. Security is tight but professional. Coffee vending machines are a lifesaver during long shifts."
7,Vikram Subramanian,25,Fitness,LOC_023,Cult Fitness Peelamedu,Peelamedu,gym,7:00 AM,95,5.0,positive,Great gym for serious fitness folks. Enough space even during peak hours. The shower rooms are clean which is a bonus.
7,Vikram Subramanian,25,Fitness,LOC_020,CIT Campus,Sarkar Samakulam,college,8:00 AM,344,3.0,mixed,Good academic base with some departments excelling more than others. Worth it if you're in the right branch.
7,Vikram Subramanian,25,Fitness,LOC_025,Saibaba Colony Snack Corner,Saibaba Colony,street_food,7:30 AM,19,3.0,mixed,"Tastes fantastic but portion sizes are inconsistent. Sometimes generous, sometimes not. The chai, however, is consistently excellent."
7,Vikram Subramanian,25,Fitness,LOC_027,Kovaipudur Retreat Spa,Kovaipudur,spa,6:00 AM,60,2.5,negative,Facilities are not maintained. The steam room was broken and the towels were not fresh. Expected much better for the price I paid.
7,Vikram Subramanian,25,Fitness,LOC_035,Arya Bhavan Hotel,Town Hall,restaurant,7:30 AM,71,3.5,mixed,"Great food but the service can be inconsistent. When the manager is around, everything runs smoothly. Otherwise it gets chaotic."
7,Vikram Subramanian,25,Fitness,LOC_045,Sri Ayyappa Temple Ganapathy,Ganapathy,temple,6:00 AM,25,3.0,mixed,"Spiritually fulfilling but the management of crowds needs improvement. If you go on a weekday, the experience is completely different — and much better."
7,Vikram Subramanian,25,Fitness,LOC_039,ChettiNadu Mess Saibaba Colony,Saibaba Colony,street_food,7:00 AM,40,4.0,positive,Best kothu parotta I've had in years! The masala is perfectly spiced and the portions are generous. The owner is a gem.
7,Vikram Subramanian,25,Fitness,LOC_015,Naturals Spa Coimbatore,Peelamedu,spa,7:00 AM,83,3.0,mixed,Good spa overall but the experience depends entirely on which therapist you get. Ask to book with their senior staff specifically.
7,Vikram Subramanian,25,Fitness,LOC_032,Arulmigu Vinayakar Temple,Ganapathy,temple,7:00 AM,28,3.5,mixed,"Peaceful in the early morning, chaotic by mid-morning. Go before 7 AM for the authentic experience. The festival days are overwhelming."
7,Vikram Subramanian,25,Fitness,LOC_042,KG Hospital Ayurveda Spa,Saibaba Colony,spa,7:00 AM,94,3.5,mixed,Good spa overall but the experience depends entirely on which therapist you get. Ask to book with their senior staff specifically.
7,Vikram Subramanian,25,Fitness,LOC_018,Perur Pateeswarar Temple,Perur,temple,7:30 AM,17,2.5,negative,Way too crowded on weekends. The queue management is poor and devotees end up pushing each other. The experience loses its sanctity entirely.
7,Vikram Subramanian,25,Fitness,LOC_028,The Third Wave Coffee,Saravanampatti,cafe,8:00 AM,75,4.0,positive,"Perfect little spot for a working session. The playlist was chill, and the avocado toast hit different. Minimal crowd on weekdays — a blessing."
7,Vikram Subramanian,25,Fitness,LOC_041,Anna University Coimbatore,Jothipuram,college,6:00 AM,454,4.0,positive,Vibrant campus energy. The library resources are excellent and the faculty are approachable. A genuinely stimulating academic environment.
7,Vikram Subramanian,25,Fitness,LOC_002,Brookefields Mall,Velandipalayam,mall,6:00 AM,171,4.0,positive,"Very clean and well-organized. The brand selection is impressive, and there's always some offer or promotion happening. Parking is ample."
7,Vikram Subramanian,25,Fitness,LOC_047,Kongu Yoga Vedic Center,Peelamedu,yoga_center,7:30 AM,77,5.0,positive,The instructor is incredibly knowledgeable. Class sizes are small which means you get personalized attention. Spiritual yet practical approach to yoga.
7,Vikram Subramanian,25,Fitness,LOC_022,Hotel Annamalai,Gandhipuram,restaurant,7:30 AM,100,4.0,positive,"The biryani here is legendary in the neighbourhood. Generous portions, authentic spice level, and the service is prompt. Always leaves you satisfied."
7,Vikram Subramanian,25,Fitness,LOC_026,Prozone Mall,Avinashi Road,mall,6:00 AM,61,2.5,negative,Half the stores were closed during my visit despite it being a weekend afternoon. Feels like the mall is losing tenants. Very disappointing.
7,Vikram Subramanian,25,Fitness,LOC_011,Coimbatore Public Library,Town Hall,library,7:00 AM,118,3.5,mixed,Nice atmosphere for reading. Staff can be slow during busy hours. But it's hard to complain when the overall environment is this calm.
7,Vikram Subramanian,25,Fitness,LOC_046,Cowork Station Saravanampatti,Saravanampatti,coworking_space,7:30 AM,434,4.0,positive,Flexible timings and clean environment. The collaborative energy here is unmatched. Printer access is a lifesaver for client deliverables.
7,Vikram Subramanian,25,Fitness,LOC_040,Palghat Café,Ganapathy,cafe,8:00 AM,33,2.5,negative,Trendy look but disappointing food. The sandwich was soggy and the service was painfully slow. Won't be coming back despite the nice interior.
7,Vikram Subramanian,25,Fitness,LOC_005,PSG Tech Campus,Peelamedu,college,7:30 AM,329,3.0,mixed,"Mixed experience — great teachers, average administration. The campus itself is well-maintained though."
